Date,AAPL,DX-Y.NYB,HSI,QQQ,XLE,XLF,XLK,XLP,XLU,XLV,^FTSE
2012-10-18,19.31298065185547,79.37000274658203,7000.0,60.97069549560547,50.82551574707031,10.846933364868164,25.687175750732422,27.34440040588379,26.221237182617188,34.82118606567383,5917.10009765625
2012-10-19,18.616947174072266,79.63999938964844,21551.80078125,59.511878967285156,50.02595520019531,10.700804710388184,25.104358673095703,27.019052505493164,26.01095962524414,34.197872161865234,5896.2001953125
2012-10-22,19.355409622192383,79.6500015258789,21697.599609375,59.81996154785156,49.775238037109375,10.700804710388184,25.275775909423828,27.034183502197266,25.94086265563965,34.223148345947266,5882.89990234375
2012-10-23,18.72440528869629,79.9800033569336,6800.0,59.249107360839844,48.616580963134766,10.521461486816406,25.001501083374023,26.671005249023438,25.70254898071289,33.768306732177734,5797.89990234375
2012-10-24,18.83033561706543,79.97000122070312,21763.80078125,59.040733337402344,48.24391555786133,10.521461486816406,24.855798721313477,26.671005249023438,25.5133056640625,33.8272590637207,5804.7998046875
2012-10-25,18.607784271240234,80.04000091552734,21810.19921875,59.040733337402344,48.697898864746094,10.548028945922852,24.80437469482422,26.837461471557617,25.639482498168945,34.096797943115234,5805.10009765625
2012-10-26,18.43866729736328,80.06999969482422,21545.599609375,59.21286392211914,48.75887680053711,10.494890213012695,24.84722900390625,26.746671676635742,25.639482498168945,33.96202087402344,5806.7001953125
2012-10-31,18.17367935180664,79.91999816894531,21641.80078125,58.85043716430664,48.74532699584961,10.561310768127441,24.74437713623047,26.776935577392578,25.863765716552734,33.717769622802734,5782.7001953125
2012-11-01,18.21092987060547,80.05000305175781,21821.900390625,59.68404006958008,48.95536422729492,10.694162368774414,25.147207260131836,26.792072296142578,25.59039878845215,33.99571990966797,5861.89990234375
2012-11-02,17.60831642150879,80.58999633789062,6900.0,59.0497932434082,48.149051666259766,10.627737998962402,24.82150650024414,26.633182525634766,25.415172576904297,33.81040954589844,5868.60009765625
